Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
247,Gedeon Kalulu,cd COD,"MF,DF",Lorient,25,1997,19,11,970,10.8,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
248,Warren Kamanzi,no NOR,"MF,DF",Toulouse,22,2000,24,12,1187,13.2,0,3,3,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches
249,Lee Kang-in,kr KOR,"MF,FW",Paris Saint-Germain,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,0.18,0.25,0.43,0.18,0.43,Matches
252,Panos Katseris,gr GRE,MF,Lorient,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
254,Yassine Kechta,ma MAR,MF,Le Havre,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,0.10,0.05,0.15,0.10,0.15,Matches
255,Thilo Kehrer,de GER,DF,Monaco,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches
256,Habib Keita,ml MLI,MF,Clermont Foot,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
257,Reda Khadra,de GER,"MF,FW",Reims,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,0.07,0.20,0.26,0.07,0.26,Matches
258,Wahbi Khazri,tn TUN,"MF,FW",Montpellier,32,1991,25,13,1131,12.6,1,0,1,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
260,Philipp Köhn,ch SUI,GK,Monaco,25,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Randal Kolo Muani,fr FRA,"FW,MF",Paris Saint-Germain,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,0.43,0.35,0.78,0.43,0.78,Matches
262,Cheick Konaté,ml MLI,"MF,DF",Clermont Foot,19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches
263,Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Boubakar Kouyaté,ml MLI,DF,Montpellier,26,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.00,0.09,0.09,0.00,0.09,Matches
271,Sael Kumbedi,fr FRA,"DF,MF",Lyon,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
273,Daler Kuzyaev,ru RUS,MF,Le Havre,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
274,Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,0.18,0.09,0.26,0.09,0.18,Matches
275,Gaëtan Laborde,fr FRA,"FW,MF",Nice,29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,0.24,0.09,0.33,0.19,0.28,Matches
276,Alexandre Lacazette,fr FRA,FW,Lyon,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,0.75,0.08,0.82,0.67,0.75,Matches
277,Alban Lafont,ci CIV,GK,Nantes,24,1999,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Kenny Lala,mg MAD,DF,Brest,31,1991,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.06,0.09,0.15,0.06,0.15,Matches
280,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,0.32,0.06,0.39,0.19,0.26,Matches
282,Julien Laporte,fr FRA,DF,Lorient,29,1993,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Théo Le Bris,fr FRA,MF,Lorient,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
286,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Matches
287,Enzo Le Fée,fr FRA,MF,Rennes,23,2000,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
291,Benjamin Lecomte,fr FRA,GK,Montpellier,32,1991,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches
292,Pierre Lees-Melou,fr FRA,MF,Brest,30,1993,29,29,2517,28.0,4,0,4,4,0,0,12,1,0.14,0.00,0.14,0.14,0.14,Matches
295,Gautier Lloris,fr FRA,DF,Le Havre,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
297,Bradley Locko,fr FRA,DF,Brest,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches
298,Renan Lodi,br BRA,"DF,MF",Marseille,25,1998,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Anthony Lopes,pt POR,GK,Lyon,32,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
301,Pau López,es ESP,GK,Marseille,28,1994,33,33,2939,32.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
302,Jordan Lotomba,ch SUI,"DF,MF",Nice,24,1998,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
308,Deiver Machado,co COL,MF,Lens,29,1993,19,13,1124,12.5,4,0,4,4,0,0,4,0,0.32,0.00,0.32,0.32,0.32,Matches
309,Soungoutou Magassa,fr FRA,DF,Monaco,19,2003,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Hugo Magnetti,fr FRA,MF,Brest,25,1998,33,30,2340,26.0,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
311,Yohann Magnin,fr FRA,MF,Clermont Foot,26,1997,31,17,1687,18.7,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
312,Frank Magri,cm CMR,"FW,MF",Toulouse,23,1999,29,14,1438,16.0,5,2,7,5,0,0,5,0,0.31,0.13,0.44,0.31,0.44,Matches
315,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,25,1997,23,16,1432,15.9,1,4,5,0,1,1,1,1,0.06,0.25,0.31,0.00,0.25,Matches
