Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
223,Mikkel Kaufmann,dk DEN,FW,Union Berlin,22,2001,5.4,,,,,,,,,,,,,,,0,,,,,,Matches
224,Naby Keïta,gn GUI,MF,Werder Bremen,28,1995,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
225,Yannik Keitel,de GER,"DF,MF",Freiburg,23,2000,10.2,,,,,,,,,,,,,,,0,,,,,,Matches
226,Thomas Keller,de GER,"DF,MF",Heidenheim,23,1999,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
227,Aljoscha Kemlein,de GER,MF,Union Berlin,18,2004,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
228,Tobias Kempe,de GER,MF,Darmstadt 98,34,1989,15.0,,,,,,,,,,,,,,,2,,,,,,Matches
229,Rani Khedira,de GER,MF,Union Berlin,29,1994,14.9,,,,,,,,,,,,,,,0,,,,,,Matches
230,Luca Kilian,de GER,DF,Köln,23,1999,7.1,,,,,,,,,,,,,,,0,,,,,,Matches
231,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,28,1995,24.2,,,,,,,,,,,,,,,6,,,,,,Matches
232,Christoph Klarer,at AUT,DF,Darmstadt 98,23,2000,26.2,,,,,,,,,,,,,,,2,,,,,,Matches
233,Tim Kleindienst,de GER,FW,Heidenheim,27,1995,31.9,,,,,,,,,,,,,,,3,,,,,,Matches
234,Lukas Klostermann,de GER,DF,RB Leipzig,27,1996,16.0,,,,,,,,,,,,,,,0,,,,,,Matches
235,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,21,2002,23.4,,,,,,,,,,,,,,,2,,,,,,Matches
236,Robin Knoche,de GER,DF,Union Berlin,31,1992,21.3,,,,,,,,,,,,,,,0,,,,,,Matches
237,Gregor Kobel,ch SUI,GK,Dortmund,25,1997,26.3,,,,,,,,,,,,,,,0,,,,,,Matches
238,Robin Koch,de GER,DF,Eintracht Frankfurt,27,1996,30.4,,,,,,,,,,,,,,,0,,,,,,Matches
239,Dominik Kohr,de GER,"DF,MF",Mainz 05,29,1994,24.3,,,,,,,,,,,,,,,0,,,,,,Matches
240,Randal Kolo Muani,fr FRA,FW,Eintracht Frankfurt,24,1998,1.7,,,,,,,,,,,,,,,0,,,,,,Matches
241,Mert Kömür,de GER,FW,Augsburg,18,2005,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
242,Manu Koné,fr FRA,MF,Gladbach,22,2001,17.3,,,,,,,,,,,,,,,0,,,,,,Matches
243,Odilon Kossounou,ci CIV,DF,Leverkusen,22,2001,20.1,,,,,,,,,,,,,,,0,,,,,,Matches
244,Tomáš Koubek,cz CZE,GK,Augsburg,30,1992,3.0,,,,,,,,,,,,,,,0,,,,,,Matches
245,Matej Kovar,cz CZE,GK,Leverkusen,23,2000,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
246,Dawid Kownacki,pl POL,FW,Werder Bremen,26,1997,4.2,,,,,,,,,,,,,,,0,,,,,,Matches
247,Alex Král,cz CZE,MF,Union Berlin,25,1998,15.2,,,,,,,,,,,,,,,0,,,,,,Matches
248,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32,1991,24.4,,,,,,,,,,,,,,,6,,,,,,Matches
249,Christoph Kramer,de GER,MF,Gladbach,32,1991,2.8,,,,,,,,,,,,,,,0,,,,,,Matches
250,Frans Krätzig,de GER,"DF,MF",Bayern Munich,20,2003,0.6,,,,,,,,,,,,,,,0,,,,,,Matches
251,Tom Krauß,de GER,MF,Mainz 05,22,2001,15.0,,,,,,,,,,,,,,,2,,,,,,Matches
252,Lukas Kübler,de GER,DF,Freiburg,30,1992,20.5,,,,,,,,,,,,,,,0,,,,,,Matches
253,Mahmut Kücüksahin,,DF,Augsburg,19,2004,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
254,Christian Kühlwetter,de GER,"FW,MF",Heidenheim,27,1996,0.1,,,,,,,,,,,,,,,1,,,,,,Matches
255,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,25,1998,3.1,,,,,,,,,,,,,,,1,,,,,,Matches
256,Maxence Lacroix,fr FRA,DF,Wolfsburg,23,2000,26.2,,,,,,,,,,,,,,,1,,,,,,Matches
257,Aïssa Laïdouni,tn TUN,MF,Union Berlin,26,1996,11.9,,,,,,,,,,,,,,,3,,,,,,Matches
258,Konrad Laimer,at AUT,"MF,DF",Bayern Munich,26,1997,19.7,,,,,,,,,,,,,,,3,,,,,,Matches
259,Stefan Lainer,at AUT,"MF,DF",Gladbach,30,1992,8.3,,,,,,,,,,,,,,,1,,,,,,Matches
260,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,19,2004,21.0,,,,,,,,,,,,,,,1,,,,,,Matches
261,Diogo Leite,pt POR,DF,Union Berlin,24,1999,30.0,,,,,,,,,,,,,,,0,,,,,,Matches
262,Maxim Leitsch,de GER,DF,Mainz 05,25,1998,4.2,,,,,,,,,,,,,,,0,,,,,,Matches
263,Christopher Lenz,de GER,"DF,MF",RB Leipzig,28,1994,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
264,Christopher Lenz,de GER,"DF,MF",Eintracht Frankfurt,28,1994,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
265,Jamie Leweling,de GER,MF,Stuttgart,22,2001,16.9,,,,,,,,,,,,,,,4,,,,,,Matches
266,Philipp Lienhart,at AUT,DF,Freiburg,27,1996,14.1,,,,,,,,,,,,,,,0,,,,,,Matches
267,Matthijs de Ligt,nl NED,DF,Bayern Munich,23,1999,15.4,,,,,,,,,,,,,,,0,,,,,,Matches
268,Jesper Lindstrøm,dk DEN,FW,Eintracht Frankfurt,23,2000,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
269,Dejan Ljubicic,at AUT,MF,Köln,25,1997,22.8,,,,,,,,,,,,,,,2,,,,,,Matches
270,Noah Loosli,ch SUI,DF,Bochum,26,1997,3.8,,,,,,,,,,,,,,,0,,,,,,Matches
271,Anthony Losilla,fr FRA,MF,Bochum,37,1986,28.6,,,,,,,,,,,,,,,2,,,,,,Matches
272,Castello Lukeba,fr FRA,DF,RB Leipzig,20,2002,24.3,,,,,,,,,,,,,,,0,,,,,,Matches
273,Andreas Luthe,de GER,GK,Bochum,36,1987,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
274,Senne Lynen,be BEL,MF,Werder Bremen,24,1999,20.0,,,,,,,,,,,,,,,3,,,,,,Matches
275,Ian Maatsen,nl NED,DF,Dortmund,21,2002,14.0,,,,,,,,,,,,,,,2,,,,,,Matches
276,Matej Maglica,hr CRO,DF,Darmstadt 98,24,1998,18.9,,,,,,,,,,,,,,,0,,,,,,Matches
277,Arne Maier,de GER,"MF,FW",Augsburg,24,1999,11.1,,,,,,,,,,,,,,,4,,,,,,Matches
278,Linton Maina,de GER,MF,Köln,24,1999,21.1,,,,,,,,,,,,,,,3,,,,,,Matches
279,Patrick Mainka,de GER,DF,Heidenheim,28,1994,34.0,,,,,,,,,,,,,,,0,,,,,,Matches
280,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25,1998,23.4,,,,,,,,,,,,,,,5,,,,,,Matches
281,Jordy Makengo,fr FRA,"DF,MF",Freiburg,21,2001,11.4,,,,,,,,,,,,,,,0,,,,,,Matches
282,Julián Malatini,ar ARG,DF,Werder Bremen,22,2001,6.7,,,,,,,,,,,,,,,0,,,,,,Matches
283,Donyell Malen,nl NED,"MF,FW",Dortmund,24,1999,19.8,,,,,,,,,,,,,,,1,,,,,,Matches
284,Lennard Maloney,us USA,MF,Heidenheim,23,1999,25.4,,,,,,,,,,,,,,,1,,,,,,Matches
285,David Mamutovic,de GER,MF,Mainz 05,22,2000,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
286,Braydon Manu,gh GHA,MF,Darmstadt 98,26,1997,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
287,Omar Marmoush,eg EGY,"FW,MF",Eintracht Frankfurt,24,1999,25.6,,,,,,,,,,,,,,,6,,,,,,Matches
288,Eric Martel,de GER,MF,Köln,21,2002,27.3,,,,,,,,,,,,,,,1,,,,,,Matches
289,Erhan Mašović,rs SRB,"DF,MF",Bochum,24,1998,24.7,,,,,,,,,,,,,,,0,,,,,,Matches
290,Roberto Massimo,de GER,"FW,MF",Stuttgart,22,2000,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
291,Jean Mattéo Bahoya,fr FRA,MF,Eintracht Frankfurt,18,2005,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
292,Philipp Max,de GER,"MF,DF",Eintracht Frankfurt,29,1993,15.0,,,,,,,,,,,,,,,2,,,,,,Matches
293,Eric Maxim Choupo-Moting,cm CMR,MF,Bayern Munich,34,1989,8.0,,,,,,,,,,,,,,,2,,,,,,Matches
294,Noussair Mazraoui,ma MAR,DF,Bayern Munich,25,1997,13.3,,,,,,,,,,,,,,,3,,,,,,Matches
295,Kevin Mbabu,ch SUI,"DF,MF",Augsburg,28,1995,22.7,,,,,,,,,,,,,,,2,,,,,,Matches
296,Noah Mbamba,be BEL,MF,Leverkusen,18,2005,0.2,,,,,,,,,,,,,,,1,,,,,,Matches
297,Nathanael Mbuku,cd COD,MF,Augsburg,21,2002,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
298,Marvin Mehlem,de GER,MF,Darmstadt 98,25,1997,16.5,,,,,,,,,,,,,,,2,,,,,,Matches
299,Thomas Meunier,be BEL,DF,Dortmund,31,1991,6.5,,,,,,,,,,,,,,,0,,,,,,Matches
300,Alexander Meyer,de GER,GK,Dortmund,32,1991,7.7,,,,,,,,,,,,,,,0,,,,,,Matches
301,Sven Michel,de GER,"FW,MF",Augsburg,33,1990,6.5,,,,,,,,,,,,,,,1,,,,,,Matches
302,Enzo Millot,fr FRA,MF,Stuttgart,21,2002,24.9,,,,,,,,,,,,,,,4,,,,,,Matches
303,Jovan Milošević,rs SRB,FW,Stuttgart,18,2005,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
304,Kim Min-jae,kr KOR,DF,Bayern Munich,26,1996,21.9,,,,,,,,,,,,,,,1,,,,,,Matches
305,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,26,1997,23.4,,,,,,,,,,,,,,,4,,,,,,Matches
306,Marko Mladenović,rs SRB,MF,Eintracht Frankfurt,18,2005,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
307,Max Moerstedt,de GER,FW,Hoffenheim,17,2006,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
308,Mateu Morey,es ESP,DF,Dortmund,23,2000,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
309,Youssoufa Moukoko,de GER,FW,Dortmund,18,2004,6.9,,,,,,,,,,,,,,,0,,,,,,Matches
310,Andreas Müller,de GER,MF,Darmstadt 98,23,2000,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
311,Jannik Müller,de GER,DF,Darmstadt 98,29,1994,12.6,,,,,,,,,,,,,,,0,,,,,,Matches
312,Kevin Müller,de GER,GK,Heidenheim,32,1991,34.0,,,,,,,,,,,,,,,0,,,,,,Matches
313,Marcus Müller,de GER,FW,Mainz 05,20,2002,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
314,Thomas Müller,de GER,MF,Bayern Munich,33,1989,18.4,,,,,,,,,,,,,,,9,,,,,,Matches
315,Jamal Musiala,de GER,MF,Bayern Munich,20,2003,19.5,,,,,,,,,,,,,,,5,,,,,,Matches
316,Florent Muslija,xk KVX,"FW,MF",Freiburg,25,1998,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
317,Phillipp Mwene,at AUT,"MF,DF",Mainz 05,29,1994,22.2,,,,,,,,,,,,,,,2,,,,,,Matches
318,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,26,1997,27.2,,,,,,,,,,,,,,,3,,,,,,Matches
319,Nathan N'Goumou,cm CMR,"MF,FW",Gladbach,23,2000,15.4,,,,,,,,,,,,,,,2,,,,,,Matches
320,Stanley N'Soki,fr FRA,"DF,MF",Hoffenheim,24,1999,7.0,,,,,,,,,,,,,,,0,,,,,,Matches
321,Luca Netz,de GER,"MF,DF",Gladbach,20,2003,24.7,,,,,,,,,,,,,,,4,,,,,,Matches
322,Manuel Neuer,de GER,GK,Bayern Munich,37,1986,22.8,,,,,,,,,,,,,,,0,,,,,,Matches
323,Florian Neuhaus,de GER,MF,Gladbach,26,1997,13.6,,,,,,,,,,,,,,,2,,,,,,Matches
324,Jessic Ngankam,de GER,"MF,FW",Mainz 05,23,2000,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
325,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,23,2000,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
326,Moritz Nicolas,de GER,GK,Gladbach,25,1997,27.0,,,,,,,,,,,,,,,0,,,,,,Matches
327,Justin Njinmah,de GER,FW,Werder Bremen,22,2000,11.3,,,,,,,,,,,,,,,2,,,,,,Matches
328,Niels Nkounkou,fr FRA,"MF,DF",Eintracht Frankfurt,22,2000,14.5,,,,,,,,,,,,,,,2,,,,,,Matches
329,Felix Nmecha,de GER,MF,Dortmund,22,2000,11.3,,,,,,,,,,,,,,,2,,,,,,Matches
330,Lukas Nmecha,de GER,FW,Wolfsburg,24,1998,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
331,Jonathan Norbye,no NOR,DF,RB Leipzig,16,2007,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
332,Alexander Nübel,de GER,GK,Stuttgart,26,1996,30.0,,,,,,,,,,,,,,,0,,,,,,Matches
333,Kasim Nuhu,gh GHA,DF,Hoffenheim,28,1995,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
334,Fabian Nürnberger,bg BUL,MF,Darmstadt 98,24,1999,16.8,,,,,,,,,,,,,,,1,,,,,,Matches
335,Tim Oermann,de GER,DF,Bochum,19,2003,7.9,,,,,,,,,,,,,,,0,,,,,,Matches
336,Masaya Okugawa,jp JPN,"FW,MF",Augsburg,27,1996,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
337,Finn Ole Becker,de GER,MF,Hoffenheim,23,2000,6.7,,,,,,,,,,,,,,,0,,,,,,Matches
338,Mathias Olesen,lu LUX,MF,Köln,22,2001,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
339,Dani Olmo,es ESP,MF,RB Leipzig,25,1998,16.1,,,,,,,,,,,,,,,5,,,,,,Matches
340,Jonas Omlin,ch SUI,GK,Gladbach,29,1994,7.0,,,,,,,,,,,,,,,1,,,,,,Matches
341,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,31,1992,16.6,,,,,,,,,,,,,,,3,,,,,,Matches
342,Loïs Openda,be BEL,FW,RB Leipzig,23,2000,30.0,,,,,,,,,,,,,,,7,,,,,,Matches
343,Leon Opitz,de GER,MF,Werder Bremen,18,2005,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
344,Willi Orban,hu HUN,DF,RB Leipzig,30,1992,17.6,,,,,,,,,,,,,,,0,,,,,,Matches
345,Ivan Ordets,ua UKR,DF,Bochum,31,1992,20.9,,,,,,,,,,,,,,,0,,,,,,Matches
346,Patrick Osterhage,de GER,MF,Bochum,23,2000,20.7,,,,,,,,,,,,,,,1,,,,,,Matches
347,Salih Özcan,tr TUR,MF,Dortmund,25,1998,13.2,,,,,,,,,,,,,,,0,,,,,,Matches
348,Willian Pacho,ec ECU,DF,Eintracht Frankfurt,21,2001,33.0,,,,,,,,,,,,,,,3,,,,,,Matches
349,Gonçalo Paciência,pt POR,FW,Bochum,28,1994,7.2,,,,,,,,,,,,,,,1,,,,,,Matches
350,Exequiel Palacios,ar ARG,MF,Leverkusen,24,1998,20.3,,,,,,,,,,,,,,,4,,,,,,Matches
351,Miloš Pantović,rs SRB,"FW,MF",Union Berlin,27,1996,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
352,Antonios Papadopoulos,de GER,DF,Dortmund,23,1999,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
353,Merveille Papela,de GER,MF,Mainz 05,22,2001,2.9,,,,,,,,,,,,,,,0,,,,,,Matches
354,Leart Paqarada,xk KVX,DF,Köln,28,1994,11.9,,,,,,,,,,,,,,,0,,,,,,Matches
355,Kevin Paredes,us USA,"MF,DF",Wolfsburg,20,2003,15.9,,,,,,,,,,,,,,,0,,,,,,Matches
356,Felix Passlack,de GER,"DF,MF",Bochum,25,1998,10.7,,,,,,,,,,,,,,,2,,,,,,Matches
357,Jiří Pavlenka,cz CZE,GK,Werder Bremen,31,1992,7.0,,,,,,,,,,,,,,,0,,,,,,Matches
358,Aleksandar Pavlovic,de GER,MF,Bayern Munich,19,2004,13.6,,,,,,,,,,,,,,,2,,,,,,Matches
359,Mads Pedersen,dk DEN,"DF,MF",Augsburg,26,1996,19.8,,,,,,,,,,,,,,,1,,,,,,Matches
360,Jordan Pefok,us USA,FW,Gladbach,27,1996,15.8,,,,,,,,,,,,,,,3,,,,,,Matches
361,Jordan Pefok,us USA,FW,Union Berlin,27,1996,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
362,Dženan Pejčinović,de GER,DF,Wolfsburg,18,2005,0.4,,,,,,,,,,,,,,,0,,,,,,Matches
363,Daniel Peretz,il ISR,GK,Bayern Munich,23,2000,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
364,Matteo Perez Vinlöf,se SWE,DF,Bayern Munich,17,2005,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
365,Pavao Pervan,at AUT,GK,Wolfsburg,35,1987,9.0,,,,,,,,,,,,,,,0,,,,,,Matches
366,Jens Petter Hauge,no NOR,"DF,FW",Eintracht Frankfurt,23,1999,1.6,,,,,,,,,,,,,,,0,,,,,,Matches
367,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,26,1996,18.0,,,,,,,,,,,,,,,4,,,,,,Matches
368,Patric Pfeiffer,de GER,DF,Augsburg,23,1999,5.7,,,,,,,,,,,,,,,1,,,,,,Matches
369,Maximilian Philipp,de GER,FW,Freiburg,29,1994,3.6,,,,,,,,,,,,,,,0,,,,,,Matches
370,Florian Pick,de GER,MF,Heidenheim,27,1995,3.6,,,,,,,,,,,,,,,1,,,,,,Matches
371,Amos Pieper,de GER,DF,Werder Bremen,25,1998,6.6,,,,,,,,,,,,,,,0,,,,,,Matches
372,Marvin Pieringer,de GER,"FW,MF",Heidenheim,23,1999,16.8,,,,,,,,,,,,,,,3,,,,,,Matches
373,Alassane Pléa,fr FRA,"FW,MF",Gladbach,30,1993,21.3,,,,,,,,,,,,,,,4,,,,,,Matches
374,Ole Pohlmann,de GER,"FW,MF",Dortmund,22,2001,0.6,,,,,,,,,,,,,,,0,,,,,,Matches
375,Sebastian Polter,de GER,FW,Darmstadt 98,32,1991,5.0,,,,,,,,,,,,,,,1,,,,,,Matches
376,Yussuf Poulsen,dk DEN,FW,RB Leipzig,29,1994,13.5,,,,,,,,,,,,,,,2,,,,,,Matches
377,Grischa Prömel,de GER,MF,Hoffenheim,28,1995,23.8,,,,,,,,,,,,,,,5,,,,,,Matches
378,Gustavo Puerta,co COL,MF,Leverkusen,20,2003,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
379,Luca Raimund,de GER,MF,Stuttgart,18,2005,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
380,Grant Ranos,am ARM,FW,Gladbach,20,2003,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
381,Nicolai Rapp,de GER,DF,Werder Bremen,26,1996,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
382,David Raum,de GER,DF,RB Leipzig,25,1998,30.4,,,,,,,,,,,,,,,8,,,,,,Matches
383,Rocco Reitz,de GER,MF,Gladbach,21,2002,23.7,,,,,,,,,,,,,,,3,,,,,,Matches
384,Marco Reus,de GER,MF,Dortmund,34,1989,17.8,,,,,,,,,,,,,,,8,,,,,,Matches
385,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,25,1997,22.1,,,,,,,,,,,,,,,0,,,,,,Matches
386,Gio Reyna,us USA,MF,Dortmund,20,2002,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
387,Marco Richter,de GER,MF,Mainz 05,25,1997,8.0,,,,,,,,,,,,,,,0,,,,,,Matches
388,Clemens Riedel,de GER,"DF,MF",Darmstadt 98,20,2003,8.4,,,,,,,,,,,,,,,0,,,,,,Matches
389,Manuel Riemann,de GER,GK,Bochum,34,1988,33.0,,,,,,,,,,,,,,,0,,,,,,Matches
390,Sebastian Rode,de GER,MF,Eintracht Frankfurt,32,1990,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
391,Rogério,br BRA,"DF,MF",Wolfsburg,25,1998,10.1,,,,,,,,,,,,,,,0,,,,,,Matches
392,Merlin Röhl,de GER,"MF,FW",Freiburg,21,2002,16.4,,,,,,,,,,,,,,,4,,,,,,Matches
393,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26,1997,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
394,Anthony Rouault,fr FRA,DF,Stuttgart,22,2001,11.2,,,,,,,,,,,,,,,2,,,,,,Matches
395,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,30,1993,8.4,,,,,,,,,,,,,,,1,,,,,,Matches
396,Fabian Rüdlin,de GER,MF,Freiburg,26,1997,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
397,Julian Ryerson,no NOR,DF,Dortmund,25,1997,19.6,,,,,,,,,,,,,,,1,,,,,,Matches
398,Frederik Rønnow,dk DEN,GK,Union Berlin,30,1992,33.0,,,,,,,,,,,,,,,0,,,,,,Matches
399,Marcel Sabitzer,at AUT,MF,Dortmund,29,1994,21.8,,,,,,,,,,,,,,,3,,,,,,Matches
400,Roland Sallai,hu HUN,"MF,FW",Freiburg,26,1997,20.4,,,,,,,,,,,,,,,2,,,,,,Matches
401,Diadie Samassékou,ml MLI,MF,Hoffenheim,27,1996,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
402,Jadon Sancho,eng ENG,"MF,FW",Dortmund,23,2000,10.5,,,,,,,,,,,,,,,2,,,,,,Matches
403,Leroy Sané,de GER,MF,Bayern Munich,27,1996,23.7,,,,,,,,,,,,,,,11,,,,,,Matches
404,Amin Sarr,se SWE,"MF,FW",Wolfsburg,22,2001,4.3,,,,,,,,,,,,,,,0,,,,,,Matches
405,Bouna Sarr,sn SEN,DF,Bayern Munich,31,1992,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
406,Joe Scally,us USA,"DF,MF",Gladbach,20,2002,24.8,,,,,,,,,,,,,,,4,,,,,,Matches
407,András Schäfer,hu HUN,MF,Union Berlin,24,1999,13.5,,,,,,,,,,,,,,,2,,,,,,Matches
408,Patrik Schick,cz CZE,FW,Leverkusen,27,1996,11.8,,,,,,,,,,,,,,,0,,,,,,Matches
409,Stefan Schimmer,de GER,FW,Heidenheim,29,1994,1.7,,,,,,,,,,,,,,,1,,,,,,Matches
410,Xaver Schlager,at AUT,MF,RB Leipzig,25,1997,27.5,,,,,,,,,,,,,,,5,,,,,,Matches
411,Keven Schlotterbeck,de GER,DF,Bochum,26,1997,24.3,,,,,,,,,,,,,,,1,,,,,,Matches
412,Nico Schlotterbeck,de GER,DF,Dortmund,23,1999,31.8,,,,,,,,,,,,,,,1,,,,,,Matches
413,Romano Schmid,at AUT,"MF,FW",Werder Bremen,23,2000,28.9,,,,,,,,,,,,,,,6,,,,,,Matches
414,Kenneth Schmidt,de GER,DF,Freiburg,21,2002,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
415,Benno Schmitz,de GER,DF,Köln,28,1994,12.8,,,,,,,,,,,,,,,1,,,,,,Matches
416,Fabian Schnellhardt,de GER,MF,Darmstadt 98,29,1994,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
417,Jan Schöppner,de GER,MF,Heidenheim,24,1999,22.2,,,,,,,,,,,,,,,2,,,,,,Matches
418,Marcel Schuhen,de GER,GK,Darmstadt 98,30,1993,31.0,,,,,,,,,,,,,,,0,,,,,,Matches
419,Marvin Schwäbe,de GER,GK,Köln,28,1995,34.0,,,,,,,,,,,,,,,0,,,,,,Matches
420,Alexander Schwolow,de GER,GK,Union Berlin,31,1992,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
421,Nicolas Seiwald,at AUT,MF,RB Leipzig,22,2001,8.0,,,,,,,,,,,,,,,2,,,,,,Matches
422,Davie Selke,de GER,FW,Köln,28,1995,14.1,,,,,,,,,,,,,,,0,,,,,,Matches
423,Benjamin Šeško,si SVN,FW,RB Leipzig,20,2003,17.0,,,,,,,,,,,,,,,2,,,,,,Matches
424,Kevin Sessa,de GER,MF,Heidenheim,23,2000,11.2,,,,,,,,,,,,,,,0,,,,,,Matches
425,Aaron Seydel,de GER,FW,Darmstadt 98,27,1996,6.9,,,,,,,,,,,,,,,0,,,,,,Matches
426,Tim Siersleben,de GER,DF,Heidenheim,23,2000,10.1,,,,,,,,,,,,,,,0,,,,,,Matches
427,Kiliann Sildillia,fr FRA,DF,Freiburg,21,2002,20.1,,,,,,,,,,,,,,,1,,,,,,Matches
428,Mohamed Simakan,fr FRA,DF,RB Leipzig,23,2000,23.8,,,,,,,,,,,,,,,3,,,,,,Matches
429,Xavi Simons,nl NED,MF,RB Leipzig,20,2003,29.5,,,,,,,,,,,,,,,11,,,,,,Matches
430,Tim Skarke,de GER,"FW,MF",Darmstadt 98,26,1996,26.7,,,,,,,,,,,,,,,0,,,,,,Matches
431,Ellyes Skhiri,tn TUN,MF,Eintracht Frankfurt,28,1995,24.1,,,,,,,,,,,,,,,2,,,,,,Matches
432,Robert Skov,dk DEN,MF,Hoffenheim,27,1996,14.0,,,,,,,,,,,,,,,4,,,,,,Matches
433,Hrvoje Smolčić,hr CRO,DF,Eintracht Frankfurt,22,2000,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
434,Danilo Soares,br BRA,MF,Bochum,31,1991,3.9,,,,,,,,,,,,,,,0,,,,,,Matches
435,Borna Sosa,hr CRO,"DF,MF",Stuttgart,25,1998,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
436,Anton Stach,de GER,MF,Hoffenheim,24,1998,25.8,,,,,,,,,,,,,,,3,,,,,,Matches
437,Anton Stach,de GER,MF,Mainz 05,24,1998,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
438,Jens Stage,dk DEN,MF,Werder Bremen,26,1996,25.9,,,,,,,,,,,,,,,1,,,,,,Matches
439,Josip Stanišić,hr CRO,"DF,MF",Leverkusen,23,2000,14.0,,,,,,,,,,,,,,,1,,,,,,Matches
440,Niklas Stark,de GER,DF,Werder Bremen,28,1995,12.1,,,,,,,,,,,,,,,0,,,,,,Matches
441,Pascal Stenzel,de GER,DF,Stuttgart,27,1996,11.8,,,,,,,,,,,,,,,5,,,,,,Matches
442,Leonidas Stergiou,ch SUI,DF,Stuttgart,21,2002,6.6,,,,,,,,,,,,,,,0,,,,,,Matches
443,Angelo Stiller,de GER,MF,Hoffenheim,22,2001,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
444,Angelo Stiller,de GER,MF,Stuttgart,22,2001,29.9,,,,,,,,,,,,,,,5,,,,,,Matches
445,Kevin Stöger,at AUT,MF,Bochum,29,1993,29.6,,,,,,,,,,,,,,,10,,,,,,Matches
446,Filip Stojilković,ch SUI,FW,Darmstadt 98,23,2000,1.7,,,,,,,,,,,,,,,0,,,,,,Matches
447,Niklas Süle,de GER,DF,Dortmund,27,1995,16.8,,,,,,,,,,,,,,,0,,,,,,Matches
