Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
251,Imanol,es ESP,DF,Athletic Club,23,2000,5.8,,,,,,,,,,,,,,,,,Matches
252,Isco,es ESP,MF,Real Betis,31,1992,25.8,,,,,,,,,,,,,,,,,Matches
253,Diego Iturralde,es ESP,DF,Sevilla,20,2003,0.4,,,,,,,,,,,,,,,,,Matches
254,Adnan Januzaj,be BEL,"FW,MF",Sevilla,28,1995,2.1,,,,,,,,,,,,,,,,,Matches
255,Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003,1.7,,,,,,,,,,,,,,,,,Matches
256,Luis Javier Suárez,co COL,"FW,MF",Almería,25,1997,10.2,,,,,,,,,,,,,,,,,Matches
257,Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004,0.1,,,,,,,,,,,,,,,,,Matches
258,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,18.2,,,,,,,,,,,,,,,,,Matches
259,Joan Jordán,es ESP,MF,Sevilla,29,1994,4.2,,,,,,,,,,,,,,,,,Matches
260,Jordi,es ESP,MF,Getafe,22,2001,6.4,,,,,,,,,,,,,,,,,Matches
261,Jeremy Jorge,es ESP,FW,Getafe,20,2003,0.0,,,,,,,,,,,,,,,,,Matches
262,Willian José,br BRA,FW,Real Betis,31,1991,21.9,,,,,,,,,,,,,,,,,Matches
263,Joselu,es ESP,FW,Real Madrid,33,1990,18.7,,,,,,,,,,,,,,,,,Matches
264,Kamil Jóźwiak,pl POL,MF,Granada,25,1998,6.3,,,,,,,,,,,,,,,,,Matches
265,Juanmi,es ESP,FW,Cádiz,30,1993,9.7,,,,,,,,,,,,,,,,,Matches
266,Juanpe,es ESP,DF,Girona,32,1991,8.3,,,,,,,,,,,,,,,,,Matches
267,Vinicius Júnior,br BRA,FW,Real Madrid,23,2000,20.7,,,,,,,,,,,,,,,,,Matches
268,Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,36.0,,,,,,,,,,,,,,,,,Matches
269,Sory Kaba,gn GUI,FW,Las Palmas,28,1995,8.0,,,,,,,,,,,,,,,,,Matches
270,Kaiky,br BRA,DF,Almería,19,2004,5.8,,,,,,,,,,,,,,,,,Matches
271,Jon Karrikaburu,es ESP,FW,Alavés,20,2002,0.2,,,,,,,,,,,,,,,,,Matches
272,Ibrahima Kebe,ml MLI,MF,Girona,22,2000,0.1,,,,,,,,,,,,,,,,,Matches
273,Kiké,es ESP,FW,Alavés,33,1989,15.8,,,,,,,,,,,,,,,,,Matches
274,Koke,es ESP,MF,Atlético Madrid,31,1992,27.7,,,,,,,,,,,,,,,,,Matches
275,Ibrahima Koné,ml MLI,FW,Almería,24,1999,3.1,,,,,,,,,,,,,,,,,Matches
276,Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996,9.1,,,,,,,,,,,,,,,,,Matches
277,Jules Koundé,fr FRA,DF,Barcelona,24,1998,32.2,,,,,,,,,,,,,,,,,Matches
278,Toni Kroos,de GER,MF,Real Madrid,33,1990,23.6,,,,,,,,,,,,,,,,,Matches
279,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,22,2001,23.9,,,,,,,,,,,,,,,,,Matches
280,Luca de la Torre,us USA,MF,Celta Vigo,25,1998,21.7,,,,,,,,,,,,,,,,,Matches
281,Yoel Lago,es ESP,DF,Celta Vigo,19,2004,1.0,,,,,,,,,,,,,,,,,Matches
282,Érik Lamela,ar ARG,MF,Sevilla,31,1992,5.1,,,,,,,,,,,,,,,,,Matches
283,Bruno Langa,mz MOZ,DF,Almería,25,1997,9.1,,,,,,,,,,,,,,,,,Matches
284,Cyle Larin,ca CAN,FW,Mallorca,28,1995,20.3,,,,,,,,,,,,,,,,,Matches
285,Juanmi Latasa,es ESP,FW,Getafe,22,2001,17.3,,,,,,,,,,,,,,,,,Matches
286,Toni Lato,es ESP,DF,Mallorca,25,1997,17.2,,,,,,,,,,,,,,,,,Matches
287,Lázaro,br BRA,MF,Almería,21,2002,3.2,,,,,,,,,,,,,,,,,Matches
288,Robin Le Normand,es ESP,DF,Real Sociedad,26,1996,27.4,,,,,,,,,,,,,,,,,Matches
289,Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993,33.9,,,,,,,,,,,,,,,,,Matches
290,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37.0,,,,,,,,,,,,,,,,,Matches
291,Stefan Lekovic,rs SRB,DF,Villarreal,19,2004,0.3,,,,,,,,,,,,,,,,,Matches
292,Iñigo Lekue,es ESP,DF,Athletic Club,30,1993,22.2,,,,,,,,,,,,,,,,,Matches
293,Thomas Lemar,fr FRA,MF,Atlético Madrid,27,1995,1.8,,,,,,,,,,,,,,,,,Matches
294,Álvaro Lemos,es ESP,DF,Las Palmas,30,1993,2.8,,,,,,,,,,,,,,,,,Matches
295,Ruben Lendinez,es ESP,DF,Valencia,20,2003,0.1,,,,,,,,,,,,,,,,,Matches
296,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,30.6,,,,,,,,,,,,,,,,,Matches
297,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,23,1999,23.1,,,,,,,,,,,,,,,,,Matches
298,Javier Llabrés,es ESP,MF,Mallorca,20,2002,2.7,,,,,,,,,,,,,,,,,Matches
299,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,28,1995,28.5,,,,,,,,,,,,,,,,,Matches
300,Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,19.9,,,,,,,,,,,,,,,,,Matches
301,David López,es ESP,DF,Girona,33,1989,21.8,,,,,,,,,,,,,,,,,Matches
302,Diego López,es ESP,"MF,FW",Valencia,21,2002,29.5,,,,,,,,,,,,,,,,,Matches
303,Fermin López,es ESP,"MF,FW",Barcelona,20,2003,16.1,,,,,,,,,,,,,,,,,Matches
304,Javi López,es ESP,DF,Alavés,21,2002,26.5,,,,,,,,,,,,,,,,,Matches
305,Unai López,es ESP,MF,Rayo Vallecano,27,1995,23.4,,,,,,,,,,,,,,,,,Matches
306,Dion Lopy,sn SEN,MF,Almería,21,2002,21.3,,,,,,,,,,,,,,,,,Matches
307,Anthony Lozano,hn HON,FW,Getafe,30,1993,1.0,,,,,,,,,,,,,,,,,Matches
308,Anthony Lozano,hn HON,FW,Almería,30,1993,8.6,,,,,,,,,,,,,,,,,Matches
309,Lucas,br BRA,DF,Cádiz,22,2001,17.1,,,,,,,,,,,,,,,,,Matches
310,José Luis Gayà,es ESP,DF,Valencia,28,1995,19.9,,,,,,,,,,,,,,,,,Matches
311,José Luis Morales,es ESP,"FW,MF",Villarreal,36,1987,11.6,,,,,,,,,,,,,,,,,Matches
312,Dodi Lukebakio,be BEL,"MF,FW",Sevilla,25,1997,12.5,,,,,,,,,,,,,,,,,Matches
313,Andriy Lunin,ua UKR,GK,Real Madrid,24,1999,21.0,,,,,,,,,,,,,,,,,Matches
314,Darwin Machís,ve VEN,MF,Cádiz,30,1993,8.7,,,,,,,,,,,,,,,,,Matches
315,Pablo Maffeo,es ESP,"DF,MF",Mallorca,26,1997,16.2,,,,,,,,,,,,,,,,,Matches
316,Jon Magunazelaia,es ESP,FW,Real Sociedad,22,2001,1.3,,,,,,,,,,,,,,,,,Matches
317,Nemanja Maksimović,rs SRB,MF,Getafe,28,1995,36.3,,,,,,,,,,,,,,,,,Matches
318,Giorgi Mamardashvili,ge GEO,GK,Valencia,22,2000,36.5,,,,,,,,,,,,,,,,,Matches
319,Wilson Manafá,pt POR,"DF,MF",Granada,29,1994,2.7,,,,,,,,,,,,,,,,,Matches
320,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29,1994,8.1,,,,,,,,,,,,,,,,,Matches
321,Aïssa Mandi,dz ALG,DF,Villarreal,31,1991,12.4,,,,,,,,,,,,,,,,,Matches
322,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,29,1994,8.3,,,,,,,,,,,,,,,,,Matches
323,Faitout Maouassa,fr FRA,DF,Granada,25,1998,2.5,,,,,,,,,,,,,,,,,Matches
324,Marcão,br BRA,DF,Sevilla,27,1996,3.9,,,,,,,,,,,,,,,,,Matches
325,Óscar de Marcos,es ESP,DF,Athletic Club,34,1989,25.1,,,,,,,,,,,,,,,,,Matches
326,Alberto Marí,es ESP,FW,Valencia,22,2001,3.1,,,,,,,,,,,,,,,,,Matches
327,José Mari,es ESP,MF,Cádiz,35,1987,0.2,,,,,,,,,,,,,,,,,Matches
328,José María Giménez,uy URU,DF,Atlético Madrid,28,1995,14.7,,,,,,,,,,,,,,,,,Matches
329,Mariano,do DOM,FW,Sevilla,29,1993,2.7,,,,,,,,,,,,,,,,,Matches
330,Rafa Marín,es ESP,DF,Alavés,21,2002,27.1,,,,,,,,,,,,,,,,,Matches
331,Diego Mariño,es ESP,GK,Almería,33,1990,1.0,,,,,,,,,,,,,,,,,Matches
332,Mika Mármol,es ESP,DF,Las Palmas,22,2001,35.3,,,,,,,,,,,,,,,,,Matches
333,Unai Marrero,es ESP,GK,Real Sociedad,21,2001,1.6,,,,,,,,,,,,,,,,,Matches
334,Roger Martí,es ESP,FW,Cádiz,32,1991,15.1,,,,,,,,,,,,,,,,,Matches
335,Iván Martín,es ESP,MF,Girona,24,1999,30.3,,,,,,,,,,,,,,,,,Matches
336,Jon Martin,es ESP,DF,Real Sociedad,17,2006,0.3,,,,,,,,,,,,,,,,,Matches
337,Mario Martín,es ESP,MF,Real Madrid,19,2004,0.2,,,,,,,,,,,,,,,,,Matches
338,Arnau Martinez,es ESP,DF,Girona,20,2003,13.8,,,,,,,,,,,,,,,,,Matches
339,Iñigo Martínez,es ESP,DF,Barcelona,32,1991,14.4,,,,,,,,,,,,,,,,,Matches
340,Marc Martínez,es ESP,GK,Granada,33,1990,3.0,,,,,,,,,,,,,,,,,Matches
341,Marvin,es ESP,"MF,DF",Las Palmas,23,2000,20.6,,,,,,,,,,,,,,,,,Matches
342,Omar Mascarell,gq EQG,MF,Mallorca,30,1993,17.5,,,,,,,,,,,,,,,,,Matches
343,Jaime Mata,es ESP,"FW,MF",Getafe,34,1988,19.9,,,,,,,,,,,,,,,,,Matches
344,Luís Maximiano,pt POR,GK,Almería,24,1999,33.0,,,,,,,,,,,,,,,,,Matches
345,Borja Mayoral,es ESP,FW,Getafe,26,1997,23.9,,,,,,,,,,,,,,,,,Matches
346,Mamadou Mbaye,sn SEN,DF,Cádiz,25,1998,3.2,,,,,,,,,,,,,,,,,Matches
347,Hannibal Mejbri,tn TUN,MF,Sevilla,20,2003,1.2,,,,,,,,,,,,,,,,,Matches
348,Óscar Melendo,es ESP,"MF,FW",Granada,25,1997,12.5,,,,,,,,,,,,,,,,,Matches
349,Gonzalo Melero,es ESP,"MF,FW",Almería,29,1994,12.3,,,,,,,,,,,,,,,,,Matches
350,Memphis,nl NED,FW,Atlético Madrid,29,1994,9.9,,,,,,,,,,,,,,,,,Matches
351,Houboulang Mendes,gw GNB,DF,Almería,25,1998,4.4,,,,,,,,,,,,,,,,,Matches
352,Tomás Mendes,es ESP,MF,Alavés,18,2004,0.1,,,,,,,,,,,,,,,,,Matches
353,Brais Méndez,es ESP,"MF,FW",Real Sociedad,26,1997,26.8,,,,,,,,,,,,,,,,,Matches
354,Bruno Méndez,uy URU,DF,Granada,23,1999,14.8,,,,,,,,,,,,,,,,,Matches
355,Diego Méndez,es ESP,MF,Rayo Vallecano,19,2003,0.1,,,,,,,,,,,,,,,,,Matches
356,Ferland Mendy,fr FRA,DF,Real Madrid,28,1995,19.1,,,,,,,,,,,,,,,,,Matches
357,Jorge Meré,es ESP,DF,Cádiz,26,1997,7.5,,,,,,,,,,,,,,,,,Matches
358,Mikel Merino,es ESP,MF,Real Sociedad,27,1996,27.6,,,,,,,,,,,,,,,,,Matches
359,Omenuke Mfulu,cd COD,MF,Las Palmas,29,1994,0.9,,,,,,,,,,,,,,,,,Matches
360,Miguel,es ESP,FW,Alavés,23,1999,0.7,,,,,,,,,,,,,,,,,Matches
361,Éder Militão,br BRA,DF,Real Madrid,25,1998,5.5,,,,,,,,,,,,,,,,,Matches
362,Luis Milla,es ESP,MF,Getafe,28,1994,23.5,,,,,,,,,,,,,,,,,Matches
363,Marko Milovanović,rs SRB,FW,Almería,19,2003,3.4,,,,,,,,,,,,,,,,,Matches
364,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,24,1999,33.3,,,,,,,,,,,,,,,,,Matches
365,Ignasi Miquel,es ESP,DF,Granada,30,1992,33.2,,,,,,,,,,,,,,,,,Matches
366,Rafa Mir,es ESP,FW,Sevilla,26,1997,4.3,,,,,,,,,,,,,,,,,Matches
367,Juan Miranda,es ESP,DF,Real Betis,23,2000,20.6,,,,,,,,,,,,,,,,,Matches
368,Stefan Mitrović,rs SRB,DF,Getafe,33,1990,7.8,,,,,,,,,,,,,,,,,Matches
369,Luka Modrić,hr CRO,MF,Real Madrid,37,1985,18.8,,,,,,,,,,,,,,,,,Matches
370,Johan Mojica,co COL,"DF,MF",Osasuna,30,1992,22.7,,,,,,,,,,,,,,,,,Matches
371,Alberto Moleiro,es ESP,"MF,FW",Las Palmas,19,2003,20.0,,,,,,,,,,,,,,,,,Matches
372,Nahuel Molina,ar ARG,"MF,DF",Atlético Madrid,25,1998,20.6,,,,,,,,,,,,,,,,,Matches
373,Jon Moncayola,es ESP,MF,Osasuna,25,1998,20.0,,,,,,,,,,,,,,,,,Matches
374,César Montes,mx MEX,DF,Almería,26,1997,19.9,,,,,,,,,,,,,,,,,Matches
375,Álvaro Morata,es ESP,FW,Atlético Madrid,30,1992,21.2,,,,,,,,,,,,,,,,,Matches
376,Alberto Moreno,es ESP,DF,Villarreal,31,1992,16.5,,,,,,,,,,,,,,,,,Matches
377,Gerard Moreno,es ESP,FW,Villarreal,31,1992,24.6,,,,,,,,,,,,,,,,,Matches
378,Jorge Moreno,es ESP,DF,Osasuna,22,2001,0.2,,,,,,,,,,,,,,,,,Matches
379,Ilaix Moriba,gn GUI,MF,Getafe,20,2003,6.7,,,,,,,,,,,,,,,,,Matches
380,Manu Morlanes,es ESP,MF,Mallorca,24,1999,17.9,,,,,,,,,,,,,,,,,Matches
381,Cristhian Mosquera,es ESP,DF,Valencia,19,2004,34.2,,,,,,,,,,,,,,,,,Matches
382,Yerson Mosquera,co COL,DF,Villarreal,22,2001,13.7,,,,,,,,,,,,,,,,,Matches
383,Abdul Mumin,gh GHA,DF,Rayo Vallecano,25,1998,18.8,,,,,,,,,,,,,,,,,Matches
384,Iker Muniain,es ESP,MF,Athletic Club,30,1992,6.6,,,,,,,,,,,,,,,,,Matches
385,Aihen Muñoz,es ESP,DF,Real Sociedad,25,1997,12.5,,,,,,,,,,,,,,,,,Matches
386,Iker Muñoz,es ESP,MF,Osasuna,20,2002,20.6,,,,,,,,,,,,,,,,,Matches
387,Javier Muñoz,es ESP,MF,Las Palmas,28,1995,29.3,,,,,,,,,,,,,,,,,Matches
388,Vedat Muriqi,xk KVX,FW,Mallorca,29,1994,25.9,,,,,,,,,,,,,,,,,Matches
389,Nacho,es ESP,DF,Real Madrid,33,1990,19.4,,,,,,,,,,,,,,,,,Matches
390,Matija Nastasić,rs SRB,DF,Mallorca,30,1993,25.1,,,,,,,,,,,,,,,,,Matches
391,Roberto Navarro,es ESP,MF,Cádiz,21,2002,21.0,,,,,,,,,,,,,,,,,Matches
392,Jesús Navas,es ESP,"DF,MF",Sevilla,37,1985,22.3,,,,,,,,,,,,,,,,,Matches
393,Álvaro Negredo,es ESP,FW,Cádiz,37,1985,0.6,,,,,,,,,,,,,,,,,Matches
394,Carlos Neva,es ESP,DF,Granada,27,1996,35.0,,,,,,,,,,,,,,,,,Matches
395,Tanguy Nianzou,fr FRA,DF,Sevilla,21,2002,3.5,,,,,,,,,,,,,,,,,Matches
396,Saúl Ñíguez,es ESP,MF,Atlético Madrid,28,1994,15.3,,,,,,,,,,,,,,,,,Matches
397,Peru Nolaskoain,es ESP,"DF,MF",Athletic Club,24,1998,0.1,,,,,,,,,,,,,,,,,Matches
398,Randy Nteka,ao ANG,FW,Rayo Vallecano,25,1997,6.4,,,,,,,,,,,,,,,,,Matches
399,Unai Núñez,es ESP,DF,Celta Vigo,26,1997,31.1,,,,,,,,,,,,,,,,,Matches
400,Ørjan Nyland,no NOR,GK,Sevilla,32,1990,24.0,,,,,,,,,,,,,,,,,Matches
401,Jan Oblak,si SVN,GK,Atlético Madrid,30,1993,38.0,,,,,,,,,,,,,,,,,Matches
402,Brian Ocampo,uy URU,MF,Cádiz,24,1999,2.8,,,,,,,,,,,,,,,,,Matches
403,Lucas Ocampos,ar ARG,"MF,FW",Sevilla,29,1994,31.9,,,,,,,,,,,,,,,,,Matches
404,Álvaro Odriozola,es ESP,DF,Real Sociedad,27,1995,4.4,,,,,,,,,,,,,,,,,Matches
405,Aingeru Olabarrieta,es ESP,FW,Athletic Club,17,2005,0.1,,,,,,,,,,,,,,,,,Matches
406,Olasagasti,es ESP,MF,Real Sociedad,22,2000,4.0,,,,,,,,,,,,,,,,,Matches
407,Samu Omorodion,es ESP,FW,Alavés,19,2004,21.3,,,,,,,,,,,,,,,,,Matches
408,Samu Omorodion,es ESP,FW,Granada,19,2004,0.9,,,,,,,,,,,,,,,,,Matches
409,Aimar Oroz,es ESP,MF,Osasuna,21,2001,26.0,,,,,,,,,,,,,,,,,Matches
410,Eneko Ortiz,es ESP,MF,Alavés,20,2003,0.2,,,,,,,,,,,,,,,,,Matches
411,Asier Osambela,es ESP,MF,Osasuna,19,2004,0.1,,,,,,,,,,,,,,,,,Matches
412,Milutin Osmajić,me MNE,FW,Cádiz,24,1999,0.1,,,,,,,,,,,,,,,,,Matches
413,Aiham Ousou,sy SYR,DF,Cádiz,23,2000,4.8,,,,,,,,,,,,,,,,,Matches
414,Jesús Owono,gq EQG,GK,Alavés,22,2001,4.0,,,,,,,,,,,,,,,,,Matches
415,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,26,1997,24.0,,,,,,,,,,,,,,,,,Matches
416,Cenk Özkacar,tr TUR,DF,Valencia,22,2000,17.8,,,,,,,,,,,,,,,,,Matches
417,Jon Pacheco,es ESP,DF,Real Sociedad,22,2001,17.0,,,,,,,,,,,,,,,,,Matches
418,Isaac Palazón Camacho,es ESP,MF,Rayo Vallecano,28,1994,31.0,,,,,,,,,,,,,,,,,Matches
419,Joaquín Panichelli,ar ARG,"MF,FW",Alavés,20,2002,2.5,,,,,,,,,,,,,,,,,Matches
420,Sokratis Papastathopoulos,gr GRE,DF,Real Betis,35,1988,12.6,,,,,,,,,,,,,,,,,Matches
421,Victor Parada,es ESP,DF,Alavés,21,2002,0.0,,,,,,,,,,,,,,,,,Matches
422,Aitor Paredes,es ESP,DF,Athletic Club,23,2000,30.0,,,,,,,,,,,,,,,,,Matches
423,Daniel Parejo,es ESP,MF,Villarreal,34,1989,28.7,,,,,,,,,,,,,,,,,Matches
424,Pascu,es ESP,FW,Villarreal,20,2003,0.2,,,,,,,,,,,,,,,,,Matches
425,Gabriel Paulista,br BRA,DF,Atlético Madrid,32,1990,4.5,,,,,,,,,,,,,,,,,Matches
426,Gabriel Paulista,br BRA,DF,Valencia,32,1990,15.5,,,,,,,,,,,,,,,,,Matches
427,Nicolás Paz,ar ARG,MF,Real Madrid,18,2004,0.3,,,,,,,,,,,,,,,,,Matches
428,Alfonso Pedraza,es ESP,DF,Villarreal,27,1996,12.4,,,,,,,,,,,,,,,,,Matches
429,Pedri,es ESP,"MF,FW",Barcelona,20,2002,16.4,,,,,,,,,,,,,,,,,Matches
430,Adrià Pedrosa,es ESP,"DF,MF",Sevilla,25,1998,19.5,,,,,,,,,,,,,,,,,Matches
431,Pejiño,es ESP,"MF,FW",Las Palmas,27,1996,5.6,,,,,,,,,,,,,,,,,Matches
432,Facundo Pellistri,uy URU,"MF,FW",Granada,21,2001,13.7,,,,,,,,,,,,,,,,,Matches
433,Iñaki Peña,es ESP,GK,Barcelona,24,1999,10.0,,,,,,,,,,,,,,,,,Matches
434,Marcos Peña,es ESP,MF,Almería,18,2005,4.9,,,,,,,,,,,,,,,,,Matches
435,Rubén Peña,es ESP,"DF,MF",Osasuna,32,1991,23.2,,,,,,,,,,,,,,,,,Matches
436,Alberto Perea,es ESP,"FW,MF",Granada,32,1990,0.0,,,,,,,,,,,,,,,,,Matches
437,Ayoze Pérez,es ESP,"MF,FW",Real Betis,30,1993,25.5,,,,,,,,,,,,,,,,,Matches
438,Carles Pérez,es ESP,MF,Celta Vigo,25,1998,8.6,,,,,,,,,,,,,,,,,Matches
439,Francisco Perez,es ESP,MF,Valencia,20,2002,22.8,,,,,,,,,,,,,,,,,Matches
440,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,26,1997,9.3,,,,,,,,,,,,,,,,,Matches
441,Máximo Perrone,ar ARG,MF,Las Palmas,20,2003,18.0,,,,,,,,,,,,,,,,,Matches
442,Njegoš Petrović,rs SRB,MF,Granada,24,1999,1.7,,,,,,,,,,,,,,,,,Matches
443,Germán Pezzella,ar ARG,DF,Real Betis,32,1991,30.7,,,,,,,,,,,,,,,,,Matches
444,Kamil Piątkowski,pl POL,DF,Granada,23,2000,5.6,,,,,,,,,,,,,,,,,Matches
445,Yeremi Pino,es ESP,"MF,FW",Villarreal,20,2002,5.3,,,,,,,,,,,,,,,,,Matches
446,Portu,es ESP,"FW,MF",Getafe,31,1992,1.1,,,,,,,,,,,,,,,,,Matches
447,Portu,es ESP,"MF,FW",Girona,31,1992,13.2,,,,,,,,,,,,,,,,,Matches
448,José Pozo,es ESP,"FW,MF",Rayo Vallecano,27,1996,0.2,,,,,,,,,,,,,,,,,Matches
449,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,24,1999,10.8,,,,,,,,,,,,,,,,,Matches
450,Beñat Prados,es ESP,MF,Athletic Club,22,2001,16.1,,,,,,,,,,,,,,,,,Matches
451,Abdón Prats,es ESP,FW,Mallorca,30,1992,14.1,,,,,,,,,,,,,,,,,Matches
452,Marc Pubill,es ESP,DF,Almería,20,2003,20.9,,,,,,,,,,,,,,,,,Matches
453,Antonio Puertas,es ESP,"MF,FW",Granada,31,1992,8.1,,,,,,,,,,,,,,,,,Matches
454,Arnau Puigmal,es ESP,"MF,DF",Almería,22,2001,2.8,,,,,,,,,,,,,,,,,Matches
455,Nemanja Radonjić,rs SRB,MF,Mallorca,27,1996,3.9,,,,,,,,,,,,,,,,,Matches
456,Aleksandar Radovanović,rs SRB,DF,Almería,29,1993,6.3,,,,,,,,,,,,,,,,,Matches
457,Abdellah Raihani,ma MAR,FW,Atlético Madrid,19,2004,0.1,,,,,,,,,,,,,,,,,Matches
458,Antonio Raillo,es ESP,DF,Mallorca,31,1991,24.4,,,,,,,,,,,,,,,,,Matches
459,Predrag Rajković,rs SRB,GK,Mallorca,27,1995,36.0,,,,,,,,,,,,,,,,,Matches
460,Ivan Rakitić,hr CRO,MF,Sevilla,35,1988,15.8,,,,,,,,,,,,,,,,,Matches
461,Largie Ramazani,be BEL,"MF,FW",Almería,22,2001,17.3,,,,,,,,,,,,,,,,,Matches
462,Benito Ramírez,es ESP,MF,Las Palmas,28,1995,4.3,,,,,,,,,,,,,,,,,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,28,1995,20.1,,,,,,,,,,,,,,,,,Matches
464,Chris Ramos,es ESP,FW,Cádiz,26,1997,29.0,,,,,,,,,,,,,,,,,Matches
465,Sergio Ramos,es ESP,DF,Sevilla,37,1986,28.0,,,,,,,,,,,,,,,,,Matches
466,Raphinha,br BRA,"FW,MF",Barcelona,26,1996,15.2,,,,,,,,,,,,,,,,,Matches
467,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,25,1998,7.0,,,,,,,,,,,,,,,,,Matches
468,Raúl,es ESP,FW,Osasuna,22,2000,15.1,,,,,,,,,,,,,,,,,Matches
469,Abde Rebbach,dz ALG,MF,Alavés,24,1998,8.0,,,,,,,,,,,,,,,,,Matches
470,Pepe Reina,es ESP,GK,Villarreal,40,1982,2.0,,,,,,,,,,,,,,,,,Matches
471,Álex Remiro,es ESP,GK,Real Sociedad,28,1995,36.4,,,,,,,,,,,,,,,,,Matches
472,Chadi Riad,ma MAR,DF,Real Betis,20,2003,24.0,,,,,,,,,,,,,,,,,Matches
473,Diego Rico,es ESP,DF,Getafe,30,1993,28.2,,,,,,,,,,,,,,,,,Matches
474,Luis Rioja,es ESP,MF,Alavés,29,1993,27.8,,,,,,,,,,,,,,,,,Matches
475,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,23,2000,17.0,,,,,,,,,,,,,,,,,Matches
476,Alberto Risco,es ESP,MF,Getafe,17,2005,1.5,,,,,,,,,,,,,,,,,Matches
477,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,27,1995,9.0,,,,,,,,,,,,,,,,,Matches
478,Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,0.0,,,,,,,,,,,,,,,,,Matches
479,Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,9.6,,,,,,,,,,,,,,,,,Matches
480,Lucas Robertone,ar ARG,MF,Almería,26,1997,26.5,,,,,,,,,,,,,,,,,Matches
481,Marc Roca,es ESP,MF,Real Betis,26,1996,22.0,,,,,,,,,,,,,,,,,Matches
482,Sergio Rodelas,es ESP,"MF,FW",Granada,18,2004,1.4,,,,,,,,,,,,,,,,,Matches
483,Rodri,es ESP,MF,Real Betis,23,2000,11.7,,,,,,,,,,,,,,,,,Matches
484,Álvaro Rodríguez,uy URU,FW,Real Madrid,19,2004,0.0,,,,,,,,,,,,,,,,,Matches
485,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,25,1998,10.7,,,,,,,,,,,,,,,,,Matches
486,Damián Rodríguez,es ESP,MF,Celta Vigo,20,2003,2.9,,,,,,,,,,,,,,,,,Matches
487,Dani Rodríguez,es ESP,MF,Mallorca,35,1988,29.1,,,,,,,,,,,,,,,,,Matches
488,Guido Rodríguez,ar ARG,MF,Real Betis,29,1994,20.5,,,,,,,,,,,,,,,,,Matches
489,Kirian Rodríguez,es ESP,MF,Las Palmas,27,1996,35.7,,,,,,,,,,,,,,,,,Matches
490,Miguel Rodríguez,es ESP,MF,Celta Vigo,20,2003,3.3,,,,,,,,,,,,,,,,,Matches
491,Rodrygo,br BRA,FW,Real Madrid,22,2001,26.4,,,,,,,,,,,,,,,,,Matches
492,Carlos Romero,es ESP,DF,Villarreal,21,2001,2.9,,,,,,,,,,,,,,,,,Matches
493,Isaac Romero,es ESP,FW,Sevilla,23,2000,11.5,,,,,,,,,,,,,,,,,Matches
494,Luka Romero,ar ARG,MF,Almería,18,2004,4.9,,,,,,,,,,,,,,,,,Matches
495,Oriol Romeu,es ESP,MF,Barcelona,31,1991,10.4,,,,,,,,,,,,,,,,,Matches
496,Unai Ropero,es ESP,FW,Alavés,21,2001,0.1,,,,,,,,,,,,,,,,,Matches
497,Vitor Roque,br BRA,FW,Barcelona,18,2005,3.6,,,,,,,,,,,,,,,,,Matches
498,Antonio Rüdiger,de GER,DF,Real Madrid,30,1993,30.1,,,,,,,,,,,,,,,,,Matches
499,Javier Rueda Garcia,es ESP,DF,Celta Vigo,21,2002,0.2,,,,,,,,,,,,,,,,,Matches
500,Aitor Ruibal,es ESP,"DF,MF",Real Betis,27,1996,11.3,,,,,,,,,,,,,,,,,Matches
501,Sergio Ruiz,es ESP,MF,Granada,28,1994,27.7,,,,,,,,,,,,,,,,,Matches
502,Youssouf Sabaly,sn SEN,DF,Real Betis,30,1993,11.6,,,,,,,,,,,,,,,,,Matches
