Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
603,Mërgim Vojvoda,xk KVX,"DF,MF",Torino,29,1995,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
605,Stefan de Vrij,nl NED,DF,Inter,32,1992,26,18,1726,19.2,3,0,3,3,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches
607,Sebastian Walukiewicz,pl POL,DF,Torino,24,2000,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
609,Timothy Weah,us USA,"MF,DF",Juventus,24,2000,30,18,1638,18.2,5,2,7,5,0,0,4,0,0.27,0.11,0.38,0.27,0.38,Matches
611,John Yeboah,ec ECU,"FW,MF",Venezia,24,2000,33,11,1226,13.6,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches
612,Kenan Yıldız,tr TUR,MF,Juventus,19,2005,35,28,2402,26.7,7,4,11,7,0,0,2,1,0.26,0.15,0.41,0.26,0.41,Matches
613,Mattia Zaccagni,it ITA,"MF,FW",Lazio,29,1995,34,33,2686,29.8,8,6,14,6,2,2,10,0,0.27,0.20,0.47,0.20,0.40,Matches
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,28,1995,35,32,2852,31.7,6,4,10,6,0,0,5,0,0.19,0.13,0.32,0.19,0.32,Matches
617,Francesco Zampano,it ITA,MF,Venezia,30,1993,24,17,1639,18.2,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches
620,Alessandro Zanoli,it ITA,MF,Genoa,23,2000,31,19,1711,19.0,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
622,Gabriele Zappa,it ITA,DF,Cagliari,24,1999,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
623,Davide Zappacosta,it ITA,MF,Atalanta,32,1992,30,26,2067,23.0,4,2,6,4,0,0,3,0,0.17,0.09,0.26,0.17,0.26,Matches
625,Jordan Zemura,zw ZIM,"MF,DF",Udinese,24,1999,23,13,1415,15.7,1,2,3,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,Matches
627,Alessio Zerbin,it ITA,MF,Venezia,25,1999,18,17,1518,16.9,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
630,Piotr Zieliński,pl POL,MF,Inter,30,1994,26,8,980,10.9,2,2,4,0,2,2,0,0,0.18,0.18,0.37,0.00,0.18,Matches
631,Nadir Zortea,it ITA,MF,Cagliari,25,1999,35,33,2713,30.1,6,2,8,6,0,0,2,0,0.20,0.07,0.27,0.20,0.27,Matches
633,Milan Đurić,ba BIH,FW,Monza,34,1990,18,13,1270,14.1,4,1,5,4,0,0,3,0,0.28,0.07,0.35,0.28,0.35,Matches
