Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
502,Raheem Sterling,eng ENG,MF,Chelsea,28,1994,22.0,,,,,,,,,,,,,,,,,Matches
503,John Stones,eng ENG,DF,Manchester City,29,1994,11.8,,,,,,,,,,,,,,,,,Matches
504,Thomas Strakosha,al ALB,GK,Brentford,28,1995,1.5,,,,,,,,,,,,,,,,,Matches
505,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,,,,,,,,,,,,,,,,,Matches
506,Matt Targett,eng ENG,DF,Newcastle United,27,1995,0.9,,,,,,,,,,,,,,,,,Matches
507,James Tarkowski,eng ENG,DF,Everton,30,1992,38.0,,,,,,,,,,,,,,,,,Matches
508,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,0.0,,,,,,,,,,,,,,,,,Matches
509,Nuno Tavares,pt POR,DF,Nottingham Forest,23,2000,5.1,,,,,,,,,,,,,,,,,Matches
510,Marcus Tavernier,eng ENG,MF,Bournemouth,24,1999,23.5,,,,,,,,,,,,,,,,,Matches
511,Charlie Taylor,eng ENG,DF,Burnley,29,1993,25.9,,,,,,,,,,,,,,,,,Matches
512,Kenny Tete,nl NED,DF,Fulham,27,1995,9.6,,,,,,,,,,,,,,,,,Matches
513,Luke Thomas,eng ENG,"MF,DF",Sheffield United,22,2001,10.2,,,,,,,,,,,,,,,,,Matches
514,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,18.0,,,,,,,,,,,,,,,,,Matches
515,Jurriën Timber,nl NED,DF,Arsenal,22,2001,0.8,,,,,,,,,,,,,,,,,Matches
516,Harry Toffolo,eng ENG,"DF,MF",Nottingham Forest,27,1995,16.2,,,,,,,,,,,,,,,,,Matches
517,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,12.8,,,,,,,,,,,,,,,,,Matches
518,James Tomkins,eng ENG,"DF,MF",Crystal Palace,34,1989,0.1,,,,,,,,,,,,,,,,,Matches
519,Sandro Tonali,it ITA,MF,Newcastle United,23,2000,4.9,,,,,,,,,,,,,,,,,Matches
520,Ivan Toney,eng ENG,FW,Brentford,27,1996,16.1,,,,,,,,,,,,,,,,,Matches
521,Pau Torres,es ESP,DF,Aston Villa,26,1997,27.4,,,,,,,,,,,,,,,,,Matches
522,Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,13.4,,,,,,,,,,,,,,,,,Matches
523,James Trafford,eng ENG,GK,Burnley,20,2002,28.0,,,,,,,,,,,,,,,,,Matches
524,Adama Traoré,es ESP,MF,Fulham,27,1996,4.2,,,,,,,,,,,,,,,,,Matches
525,Bénie Traoré,ci CIV,"FW,MF",Sheffield United,20,2002,4.3,,,,,,,,,,,,,,,,,Matches
526,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,27,1995,0.1,,,,,,,,,,,,,,,,,Matches
527,Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,,,,,,,,,,,,,,,,,Matches
528,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4.0,,,,,,,,,,,,,,,,,Matches
529,Mike Trésor,be BEL,"MF,FW",Burnley,24,1999,4.7,,,,,,,,,,,,,,,,,Matches
530,Kieran Trippier,eng ENG,DF,Newcastle United,32,1990,24.8,,,,,,,,,,,,,,,,,Matches
531,Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,18.3,,,,,,,,,,,,,,,,,Matches
532,Auston Trusty,us USA,DF,Sheffield United,24,1998,28.6,,,,,,,,,,,,,,,,,Matches
533,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,7.5,,,,,,,,,,,,,,,,,Matches
534,Matt Turner,us USA,GK,Nottingham Forest,29,1994,17.0,,,,,,,,,,,,,,,,,Matches
535,Destiny Udogie,it ITA,DF,Tottenham Hotspur,20,2002,26.6,,,,,,,,,,,,,,,,,Matches
536,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,,,,,,,,,,,,,,,,,Matches
537,Enes Ünal,tr TUR,FW,Bournemouth,26,1997,3.6,,,,,,,,,,,,,,,,,Matches
538,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,35.3,,,,,,,,,,,,,,,,,Matches
539,Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,15.3,,,,,,,,,,,,,,,,,Matches
540,Alejo Véliz,ar ARG,FW,Tottenham Hotspur,19,2003,0.6,,,,,,,,,,,,,,,,,Matches
541,Joël Veltman,nl NED,DF,Brighton,31,1992,17.6,,,,,,,,,,,,,,,,,Matches
542,Micky van de Ven,nl NED,DF,Tottenham Hotspur,22,2001,26.0,,,,,,,,,,,,,,,,,Matches
543,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21.0,,,,,,,,,,,,,,,,,Matches
544,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,26,1996,38.0,,,,,,,,,,,,,,,,,Matches
545,Fabio Vieira,pt POR,MF,Arsenal,23,2000,3.3,,,,,,,,,,,,,,,,,Matches
546,Carlos Vinícius,br BRA,FW,Fulham,28,1995,3.5,,,,,,,,,,,,,,,,,Matches
547,Vitinho,br BRA,"DF,MF",Burnley,24,1999,25.7,,,,,,,,,,,,,,,,,Matches
548,Odysseas Vlachodimos,gr GRE,GK,Nottingham Forest,29,1994,5.0,,,,,,,,,,,,,,,,,Matches
549,Kyle Walker,eng ENG,"DF,MF",Manchester City,33,1990,30.7,,,,,,,,,,,,,,,,,Matches
550,Aaron Wan-Bissaka,cd COD,DF,Manchester Utd,25,1997,19.8,,,,,,,,,,,,,,,,,Matches
551,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,22.0,,,,,,,,,,,,,,,,,Matches
552,James Ward-Prowse,eng ENG,MF,West Ham United,28,1994,33.3,,,,,,,,,,,,,,,,,Matches
553,Lewis Warrington,eng ENG,MF,Everton,20,2002,0.0,,,,,,,,,,,,,,,,,Matches
554,Deivid Washington,br BRA,FW,Chelsea,18,2005,0.1,,,,,,,,,,,,,,,,,Matches
555,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,35.7,,,,,,,,,,,,,,,,,Matches
556,Adam Webster,eng ENG,DF,Brighton,28,1995,12.7,,,,,,,,,,,,,,,,,Matches
557,Danny Welbeck,eng ENG,"FW,MF",Brighton,32,1990,18.8,,,,,,,,,,,,,,,,,Matches
558,Timo Werner,de GER,"MF,FW",Tottenham Hotspur,27,1996,9.0,,,,,,,,,,,,,,,,,Matches
559,Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,14.4,,,,,,,,,,,,,,,,,Matches
560,Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,0.2,,,,,,,,,,,,,,,,,Matches
561,Ben White,eng ENG,DF,Arsenal,25,1997,33.2,,,,,,,,,,,,,,,,,Matches
562,Joe White,eng ENG,MF,Newcastle United,20,2002,0.1,,,,,,,,,,,,,,,,,Matches
563,Neco Williams,wls WAL,"DF,MF",Nottingham Forest,22,2001,18.2,,,,,,,,,,,,,,,,,Matches
564,Willian,br BRA,"MF,FW",Fulham,34,1988,22.8,,,,,,,,,,,,,,,,,Matches
565,Joe Willock,eng ENG,MF,Newcastle United,23,1999,4.7,,,,,,,,,,,,,,,,,Matches
566,Callum Wilson,eng ENG,FW,Newcastle United,31,1992,11.0,,,,,,,,,,,,,,,,,Matches
567,Harry Wilson,wls WAL,"MF,FW",Fulham,26,1997,18.0,,,,,,,,,,,,,,,,,Matches
568,Yoane Wissa,cd COD,FW,Brentford,26,1996,27.7,,,,,,,,,,,,,,,,,Matches
569,Chris Wood,nz NZL,FW,Nottingham Forest,31,1991,20.1,,,,,,,,,,,,,,,,,Matches
570,Cauley Woodrow,eng ENG,FW,Luton Town,28,1994,4.7,,,,,,,,,,,,,,,,,Matches
571,Joe Worrall,eng ENG,DF,Nottingham Forest,26,1997,4.9,,,,,,,,,,,,,,,,,Matches
572,Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,7.6,,,,,,,,,,,,,,,,,Matches
573,Ryan Yates,eng ENG,MF,Nottingham Forest,25,1997,22.1,,,,,,,,,,,,,,,,,Matches
574,Ashley Young,eng ENG,"DF,MF",Everton,38,1985,25.3,,,,,,,,,,,,,,,,,Matches
575,Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37.0,,,,,,,,,,,,,,,,,Matches
576,Nicolò Zaniolo,it ITA,"MF,FW",Aston Villa,24,1999,9.3,,,,,,,,,,,,,,,,,Matches
577,Anass Zaroury,ma MAR,FW,Burnley,22,2000,1.7,,,,,,,,,,,,,,,,,Matches
578,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,1996,19.1,,,,,,,,,,,,,,,,,Matches
579,Kurt Zouma,fr FRA,DF,West Ham United,28,1994,31.5,,,,,,,,,,,,,,,,,Matches
580,Martin Ødegaard,no NOR,MF,Arsenal,24,1998,34.3,,,,,,,,,,,,,,,,,Matches
